page,paragraph_id,paragraph
41,500,"0 utvecklar sin förmåga att iaktta och diskutera hur språket används i olika sammanhang och med olika syften,"
41,501,"O undersöker språkbruk och språkskillnader och får kunskap om vad skillnaderna beror på: språkbruk i olika grupper, talspråk, skriftspråk, dialekter, det offentliga språket,"
41,502,"0 lär sig något om barns språkutveckling,"
41,503,O lär sig något om hur språket ständigt förändras och vad detta beror på.
41,504,SPRÅKEN I DE NORDISKA LÄNDERNA
41,505,Lågstadiet
41,506,"Övning att förstå enkel danska och norska, huvudsakligen genom att lyssna och efter hand även genom att följa med i enkel, gärna känd text. Någon orientering om de övriga språken i de nordiska länderna."
41,507,Mellanstadiet
41,508,Övning att förstå danska och norska i tal och skrift huvudsakligen genom lyssnande och i anslutning därtill läsning av enkla texter. Orientering om de övriga språken i de nordiska länderna.
41,509,Högstadiet
41,510,Övning att förstå danska och norska i tal och skrift huvudsakligen genom lyssnande och i anslutning därtill tyst läsning.
41,511,Orientering om de övriga språken i de nordiska länderna.
41,512,"Några uttalsregler för finska och isländska, så att eleverna kan uttala namn på t ex personer och geografiska företeelser som de ofta möter direkt eller via massmedier."
42,513,SVENSKA SOM FRÄMMANDE SPRÅK
42,514,Svenska som främmande språk ingår i grundskolans undervisning därför att
42,515,O elever med annat hemspråk än svenska skall få sådana kunskaper i svenska att de kan tillgodogöra sig den reguljära undervisningen och lättare delta i kamratlivet och i samhällslivet i Sverige.
42,516,MÅL
42,517,"Till alla årskurser i grundskolan kommer elever med annat hemspråk än svenska och med annan kulturbakgrund. En del av dessa saknar helt kunskaper i svenska, en del har just börjat lära sig svenska och andra kan tala rätt bra men saknar de språkkunskaper som behövs för att förstå svenska i olika undervisningssituationer. Därför behövs en särskild kursplan som ett komplement till kursplanen i svenska med tanke på dessa elever som behöver lära sig svenska som ett främmande språk. Nybörjarundervisning måste vid behov ges i alla årskurser och då påbörjas när som helst under läsåret. Elever som förvärvat tillräckliga kunskaper för att väl kunna tillgodogöra sig den reguljära undervisningen i svenska övergår till denna."
42,518,"Elever med annat hemspråk än svenska, och med annan kulturbakgrund skall få sådana kunskaper i svenska att de kan leva och verka i kamratkretsen, i skolan, på arbetsplatser och i samhället i Övrigt på samma villkor som kamrater med svenska som hemspråk. Undervisningen i svenska som främmande språk skall utformas så, att den fortlöpande utvecklar elevernas svenska språk. Däri ingår att de tillägnar sig ord och begrepp för olika ämnesområden. Den skall leda till en sådan språkförmåga att eleverna uppfattar vad andra säger, kan skaffa sig kunskaper genom läsning samt vågar uttrycka sig i tal och skrift i olika sammanhang."
42,519,"Undervisningen skall ge eleverna sådana nödvändiga språkkunskaper, som elever med svenska som hemspråk fått före skolåldern och"
43,520,HUVUDMOMENT
43,521,Svenska som främmande språk 143
43,522,som kamrater i motsvarande ålder lärt i svenskundervisningen. De skall också lära sig ord och begrepp som är nödvändiga för att de på ett meningsfullt sätt skall kunna delta i undervisningen i olika ämnen.
43,523,LYSSNA OCH TALA
43,524,"Eleverna skall lära sig att förstå svensktalande personer i olika åldrar inom och utom skolan. Därför måste de öva sig att'lyssna till texter, fraser, ord och ljud."
43,525,De skall också träna sig att tala språket. De skall lära sig ord och meningar som de behöver i olika talsituationer. Att lyssna och tala övas i början huvudsakligen i dialogform för att träna både uttal och intonation. Undervisningen syftar till att eleverna lär sig ett vårdat talspråk utan stora dialektala avvikelser.
43,526,"Egna upplevelser, iakttagelser och aktuella händelser skall ge eleverna tillfälle att berätta, beskriva och demonstrera. De skall i samtal bearbeta och bedöma erfarenheter och problem."
43,527,LASA
43,528,Elever som lärt sig läsa på sitt eget språk behöver träning i det som är specifikt för läsning av svenska. För de grupper som inte kan få lära sig läsa på sitt hemspråk anpassas läsinlärningen på svenska speciellt för varje språkgrupp. Texterna skall ge eleverna information och upplevelse. Läsningen skall ge underlag för samtal kring elevernas egna intryck av det lästa samt om textens innehåll. I samband med läsningen skall eleverna få kunskap om författare.
43,529,"Svenska barn är redan före skolåldern förtrogna med en del sagor, dikter, berättelser, ramsor osv som är speciella för vår kultur och tradition. Sådana texter bör väljas och läsas efter elevernas intressen. Avsikten är att eleverna skall få möjlighet att utveckla ord och begrepp som man ofta förutsätter att alla behärskar och vars betydelse därför ofta endast antyds."
43,530,Texterna bör behandla sådana företeelser i det svenska samhället som elever med annat hemspråk än svenska vanligen inte kommer i kontakt med och som därför inte naturligen ingår i deras ord- och begreppsförråd.
44,531,144 Kursplaner
44,532,SKRIVA
44,533,"Om eleverna inte kan latinska skrivtecken måste de lära sig dessa för att kunna skriva svenska. Eleverna bör tidigt få öva sig att själva skriva berättelser, dikter, dagböcker m m. De bör själva anteckna vad de lär sig och göra sammanfattningar. Skrivundervisningen skall bidra till att utveckla elevernas förmåga att ge uttryck för känslor, fantasi och vilja."
44,534,"Genom att skriva till människor inom och utom skolan och därvid framföra meddelanden, önskemål, åsikter och frågor eller redovisa fakta skall eleverna utveckla sin förmåga att få kontakt med andra människor."
44,535,SPRÅKLÄRA
44,536,I svenska som främmande språk spelar grammatiken en väsentlig roll. Den underlättar språkförståelsen genom att den ger struktur åt den mångfald nya enheter som annars mödosamt måste läras in som osystematiserade och svårförståeliga detaljer.
44,537,"Eleverna skall öva uttal, grammatiska mönster och ordförråd för att utveckla förmågan att aktivt använda svenska språkets ordförråd och behärska dess system för uttal, ordböjning, ordbildning och ordföljd. Förhållandet mellan form och innehåll i språket skall betonas."
44,538,"Grammatikövningarna inriktas på att eleverna skall lära sig iaktta och förstå de grammatiska strukturerna, då de möter dem i tal och skrift. Övningarna skall vidare bidra till att eleverna lär sig att uttrycka sig begripligt i skrift, efter hand i enlighet med vedertagna normer."
44,539,SAMHÄLLS- OCH KULTURORIENTERING
44,540,"Eleverna bör stifta bekantskap med svenskt vardags- och arbetsliv, med närsamhället och med svenska samhällsförhållanden. De bör få del av svensk kultur i litteratur, musik m m och på så sätt öka sina möjligheter att känna gemenskap med människor i Sverige och samhörighet med både sin ursprungskultur och den svenska kulturen. Skolan bör medverka till att eleverna får kontakt med kamrater, föreningsliv etc samt uppmuntra dem att utnyttja bibliotekens service, dvs bokutlåning, bokutställningar, rådgivning och kulturprogram. Undervisningen i svenska som främmande språk bör medverka till att eleverna får kunskap om och förståelse för människors olika livsvillkor och livsmönster."
45,541,HEMSPRÅK |
45,542,Hemspråk ingår i grundskolans undervisning därför att
45,543,"OO en harmonisk allsidig utveckling förutsätter att man behärskar sitt eget språk,"
45,544,O elever med annat hemspråk än svenska skall kunna befästa och utveckla sitt hemspråk och kunna upprätthålla sina kontakter med hemlandet.
45,545,MÅL
45,546,Kursplanen i detta ämne gäller undervisningen i över etthundra språk som sinsemellan är mycket olika. Därför skall tillämpningen av kursplanen anpassas till olika elevgruppers språkförhållanden. När hemspråket studeras som tillvalsämne på högstadiet bör tilllämpningen av kursplanen anpassas därefter.
45,547,"Undervisning i hemspråk syftar till att eleverna utvecklar sitt språk, så att det blir ett medel för dem att växa till människor med stark självkänsla och en klar uppfattning om sig själva, sin grupptillhörighet och livssituation."
45,548,Hemspråksundervisningen skall medverka till att eleverna bevarar kontakten med sin familj och sin språkgrupp. Därmed ökar förutsättningarna för deras språkutveckling. Undervisningen skall ge grunden för elevernas utveckling mot aktiv tvåspråkighet.
45,549,"En människas språk hänger nära samman med hennes personlighet och livssituation. Om det sambandet bryts, blockeras utvecklingen av både språk och personlighet. Därför är det ett viktigt mål för hemspråksundervisningen att stärka elevernas självkänsla, så att de vågar yttra sig och stå för sina åsikter."
45,550,"Alla elever som undervisas i hemspråk har inte samma tillgång till sitt språk eller sina föräldrars kultur. Det finns elever som riskerar att tappa kontakten med föräldrarna, eftersom de inte längre har ett"
46,551,RIKTLINJER FÖR ARBETET
46,552,INNEHÅLL OCH SAMVERKAN
46,553,Skoldagen
46,554,Skolan — ett centrum för samarbete
46,555,"Grundskolan är samhällets största insats för barn och ungdom. I den vistas alla i nio år. Den utgör därför ett naturligt centrum för en bred samverkan mellan föräldrar, elever och skolans personal, med förskola och fritidsverksamhet, med sociala myndigheter och yrkeslivet, med föreningar, organisationer, kulturinstitutioner och kulturarbetare."
46,556,Till skolstyrelsens uppgift hör att i samarbete med andra kommunala nämnder ta initiativ till och verka för gemensam planering i syfte att utnyttja befintliga resurser på bästa sätt.
46,557,"Omtanke om elevernas psykiska och fysiska hälsa skall prägla skolans arbete och miljö. Såväl lärare som skolledning, elevvårdspersonal och annan personal skall i samverkan med elever och föräldrar verka för en god arbetsmiljö."
46,558,All verksamhet under skoldagen skall präglas av skolans mål och har därför ett pedagogiskt syfte. Ett framgångsrikt arbete fordrar i skolan — liksom på andra arbetsplatser — en helhetssyn på all verksamhet. Denna kommer till uttryck bland annat i den samlade skoldagen.
46,559,Det ankommer på skolstyrelsen att besluta när samlad skoldag skall införas. Vid ett successivt genomförande beslutar skolstyrelsen också om vilka klasser som skall omfattas av samlad skoldag. Den beslutar dessutom om skoldagens längd inom de ramar skolförordningen anger. För verksamhet under skoldagen är skolstyrelsen huvudman. Så långt det är möjligt bör ansvaret dock vara decentraliserat till rektorsområde och arbetsenhet.
46,560,"På mellanstadiet och högstadiet skall eleverna delta i fria aktiviteter i den utsträckning som anges i föreskrifter för timplanerna, även om samlad skoldag inte har införts. Beslut om samlad skoldag medför att kommunen därutöver skall svara för omsorg och aktiviteter"
47,561,146 Kursplaner
47,562,HUVUDMOMENT
47,563,"gemensamt språk. Därför är det viktigt, att deras olika förkunskaper och förutsättningar får utgöra utgångspunkten för undervisningen i hemspråk. Eleverna skall kunna börja studera sitt hemspråk oavsett i vilken årskurs de går."
47,564,"Eleverna skall lära sig lyssna och tala, läsa och skriva och därvid få tillit till sin egen förmåga att använda språket. De skall lära sig att samtala. De skall vänja sig vid att ta del av litteratur, tidningar, broschyrer etc på hemspråket. Undervisningen i skrivning skall stödja elevernas intresse för skapande verksamhet, stimulera deras lust att uttrycka sig i skrift samt leda till att de kan använda skrivning som medel för kontakt med andra människor. Ett mindre antal elever har ett hemspråk utan eget skriftspråk. För dessa blir bilder, filmer och muntlig tradition särskilt viktiga inslag i undervisningen. Undervisningen skall bidra till att eleverna klarar av den språkliga och kulturella påfrestning som kan ligga i att tillhöra en minoritetsgrupp. Undervisningen skall bidra till att samhörigheten med två eller flera kulturer och språk blir en berikande erfarenhet. Den skall medverka till att eleverna får förståelse för livssituationen i Sverige och ökar sina kunskaper om livsvillkor och livsmönster i ursprungslandet."
47,565,Detta skall ge eleverna en grundval till att aktivt och kritiskt kunna ta ställning till de kulturella värdena både i ursprungslandet och i Sverige. I vilken grad de vill tillägna sig dem beror alltså på elevernas eget ställningstagande. Härigenom skall eleverna få möjlighet att vara med om att skapa en egen minoritetskultur som har sin förankring här i landet.
47,566,"Minoritetsgruppernas erfarenheter och språkkunskaper innebär stora resurser både inom Sverige och för internationella kontakter och kulturutbytet över gränserna. Eleverna skall få information om utbildningsvägar och arbetsmarknad, särskilt om yrken där de kan utnyttja sina kunskaper i hemspråket. De skall lära sig uppskatta sina erfarenheter och sin tvåspråkighet som en tillgång för ett mångkulturellt och mångspråkigt samhälle."
47,567,LYSSNA OCH TALA
47,568,"Att kunna lyssna och uttrycka sig klart i tal underlättar mänskliga kontakter och stöder all inlärning. I en språkmiljö där hemspråket inte talas ofta är det viktigt att eleverna får tillfälle till att lyssna på språket, t ex genom bandat material. De skall vänja sig vid att använda sitt språk hemma, med kamrater och i egna föreningar. Att kunna tala språket ger dem ökat självförtroende."
48,569,Hemspråk 147
48,570,Lågstadiet I arbetet ingår att
48,571,"OD OO 008000 uttrycka sig i vardagliga språksituationer, t ex vid lekar, samtala i en grupp,"
48,572,"berätta, beskriva och förklara händelser och bilder,"
48,573,"lyssna på sagor, berättelser och musik och samtala därom, lära sig ta ställning till innehållet i vad de hör eller talar om, läsa upp egna dikter och spela pjäser,"
48,574,träna ljud och satsmelodi.
48,575,Mellanstadiet Utöver vad som anges för lågstadiet ingår i arbetet att
48,576,OD OD Oo
48,577,DO OO OO
48,578,"lyssna på olika människors tal, lyssna på texter av olika slag och referera dem,"
48,579,"framföra sina egna åsikter i gemensamma diskussioner och genom berättelser, dikter och pjäser ge uttryck för sina känslor och upplevelser,"
48,580,"lära sig intervjua, utöka sitt ordförråd i alla sammanhang, träna vardagliga språksituationer, bl a i dialogform."
48,581,Högstadiet I arbetet ingår fördjupning och tillämpning av det förut inlärda samt vidare studier i att
48,582,OD UD)
48,583,OO
48,584,"referera och intervjua,"
48,585,"utnyttja TV- och radioprogram på det egna språket för information och underhållning,"
48,586,"framföra mindre föredrag och tal, jämföra olika sätt att tala,"
48,587,"diskutera för eleverna aktuella erfarenheter, händelser, ämnen och problem, bl a konfrontations- och konfliktsituationer. Val av utbildning och arbete bör ägnas särskilt intresse,"
48,588,ge uttryck åt sina upplevelser i dramatisk verksamhet.
48,589,LÄSA OCH SKRIVA
48,590,"Eleverna bör helst få sin läs- och skrivinlärning på sitt eget modersmål. Om elever har fått sin första läsinlärning på svenska, bör man"
49,591,"148 Kursplaner ta hänsyn till att de redan fått grundläggande övningar och färdigheter som kan utnyttjas i hemspråksundervisningen. Läsningen skall först behärskas väl på ett språk, innan eleverna börjar läsa på sitt andra språk."
49,592,I skrivning skall hänsyn tas till skriftspråkets ställning i de olika språken. Ljud och bokstavstecken i de olika språken har inte alltid samma motsvarighet som i svenskan.
49,593,"Elevernas egna ord, kommentarer och meddelanden utgör lämpligt underlag för skrivinlärningen. Läs- och skrivinlärning på hemspråk skall utgå från elevens totala studiesituation, så att redan inlärda färdigheter tillämpas i hemspråksundervisningen."
49,594,"Lågstadiet I läsning på det egna språket använder man elevernas egna ord och texter, bilderböcker, läseböcker, serier och lämpliga spel."
49,595,I skrivning skall eleverna lära känna ljud och motsvarande bokstavstecken samt lära sig att skriva ord och meningar.
49,596,Mellanstadiet I arbetet ingår att
49,597,"O läsa olika texter och därvid öva studieteknik, 0 arbeta med lästa texter,"
49,598,"O utnyttja biblioteket och läsa både skönlitteratur, facklitteratur, tidningar, broschyrer etc,"
49,599,"O lära sig att skriftligt uttrycka tankar, känslor och upplevelser genom att skriva meddelanden, berättelser, redogörelser, sagor, dikter etc,"
49,600,"OO göra tidningar, 0 arbeta med grammatiska strukturer."
49,601,Högstadiet I arbetet ingår att
49,602,"O utnyttja bibliotekets uppslagsverk och välja ut och läsa skönlitteratur, facklitteratur, tidningar, broschyrer etc,"
49,603,"0 skaffa kunskaper och upplevelser via massmedier på det egna språket,"
49,604,"0 mångsidigt utveckla sin skriftliga uttrycksförmåga bl a genom att skriva dikter och berättelser, referat och sakprosa eller göra tidningar,"
49,605,"O arbeta med ursprungslandets litteratur, vers och prosa,"
50,606,"Hemspråk 149 0 studera eller iaktta det egna språkets struktur, även dialekter och slang, och göra jämförelser mellan det egna språket och svenskan."
50,607,Kultur- och samhällsorientering
50,608,"Eleverna skall få kunskaper om sin kulturella bakgrund: kulturtraditioner, religion, historia, folk, land. De behöver också få reda på aktuella samhällsförhållanden, t ex utbildning och arbetsmarknad, i de länder de kommer från."
50,609,"Genom detta växer elevernas identitetskänsla, begreppsvärld och ordförråd. Litteratur, bilder och musik på det egna språket utnyttjas. Särskilt på högstadiet kan eleverna genom läsning, intervjuer och diskussioner skaffa sig kunskaper om invandrarnas situation i Sverige och andra länder samt om invandrarnas rättigheter och skyldigheter."
50,610,"Den kulturförmedlande undervisningen i hemspråk bör kompletteras med kulturorienterande inslag i ämnen som bild, slöjd, musik, hemkunskap."
51,611,MASKINSKRIVNING
51,612,Maskinskrivning ingår i grundskolans undervisning därför att
51,613,"O maskinskrivning är en vardagsfärdighet som eleverna bör behärska och som de har nytta av i skolan, som enskilda medborgare, i kommande arbete och vid fortsatta studier."
51,614,RIKTLINJER
51,615,FÖRUTSÄTTNINGAR OCH SYFTE
51,616,"Att kunna skriva maskin hör till de vardagsfärdigheter eleverna har nytta av i skolan, i kommande arbete och vid fortsatta studier. Skrivmaskinen bör bli ett naturligt hjälpmedel för eleverna. Därför skall de lära sig begagna den på ett rationellt och ergonomiskt riktigt sätt. Att både pojkar och flickor lär sig skriva maskin kan bidra till ökad jämställdhet."
51,617,Träningen i maskinskrivning bör på ett naturligt sätt ingå i elevernas övriga skolarbete. Maskinskrivning bör utnyttjas i för eleverna meningsfulla sammanhang i samverkan med olika ämnen. Den kan ingå i tema- och projektstudier inom olika ämnen och ämnesgrupper. Genom träning i maskinskrivning skall eleverna utveckla sin läs- och skrivförmåga. De skall lära sig ställa upp praktiska skrivelser för att därigenom få en större säkerhet i skriftlig framställning. Maskinskrivningen skall ge stöd och stimulans åt elever med läs- och skrivsvårigheter. Den nytta dessa elever har av maskinskrivning är väl dokumenterad.
51,618,INNEHÅLL I OCH UPPLÄGGNING AV UNDERVISNINGEN
51,619,"Varje elev bör få ett visst antal träningstillfällen i skolan. Inlärningen, som innebär att man med rätt anslagsteknik och rätt fingersättning lär sig skriva maskin, bör ske integrerat i olika ämnen helst redan på mellanstadiet. Undervisningen syftar till att i samverkan"
52,620,Maskinskrivning 151
52,621,"med olika ämnen lära eleverna använda skrivmaskinen som ett hjälpmedel. Eleverna skall lära sig ställa upp brev, redovisningar, debattartiklar, protokoll, tabeller, skoltidningar m m enligt systematisk maskinskrivning. De skall också lära sig att använda skrivmaskinen vid direktutskrift av egna texter. Duplicering skall ingå i arbetet för att eleverna skall kunna mångfaldiga utskrifter för att dela ut till klasskamrater, föräldrar m fl. Det är viktigt att färdighetsträningen inte präglas av ensidig metodik med isolerade formella övningar."
52,622,Maskinskrivning kan också ingå i tillvalskurser och väljas som fri aktivitet.
52,623,Omfattningen av den tid som avsätts för maskinskrivning fastställs lokalt.
53,624,"Innehåll och samverkan 21 även under den återstående del av skoldagen, som inte upptas av lektioner."
53,625,Skolarbetets inriktning och innehåll under lektionerna anges i kursplaner för olika ämnen och ämnesgrupper. Inom ramen för läroplanens riktlinjer och bestämmelser är det en uppgift för skolans personal och elever att med hjälp av de resurser som står till buds utforma den egna arbetsdagen. Skoldagens utformning ger också goda förutsättningar för information och diskussion om hur barnoch ungdomsfrågor kan lösas inom olika delar av kommunen.
53,626,"Olika elevgrupper bör själva få svara för vissa program under skoldagen. Skolan bör dessutom engagera föräldrar, föreningar och representanter för t ex sociala organ, kultur- och fritidsförvaltning. Det är väsentligt att fritidshemmens lokaler och verksamhet naturligt kopplas till skoldagen. Fritidsgårdar, bibliotek och föreningslivets lokaler bör om möjligt utnyttjas så att ett rikt utbud och en god samverkan kan uppnås."
53,627,Skoldagen skall innehålla tid för avkoppling och vila. Alla har behov av att under fria former tala med varandra om upplevelser och händelser liksom av att tänka och bearbeta upplevelser i lugn och ro.
53,628,Som riktlinjer för planeringen av fria aktiviteter under skoldagen bör gälla:
53,629,"att tillgodose och stimulera elevernas verksamhetsbehov, sociala kontaktbehov och behov av kulturell stimulans,"
53,630,"att stimulera elevernas egen föreningsverksamhet och därvid se till att den betraktas och behandlas som elevernas egen angelägenhet, organiserad och ledd av dem själva,"
53,631,"att stimulera till deltagande i skolans beslutsprocesser och gå eleverna tillhanda med hjälp och stöd i elevrådsarbetet,"
53,632,"att bredda kontakterna med vuxna, verksamma utanför skolan,"
53,633,"att bredda kännedomen om ortens förenings-, kultur- och fritidsliv och stimulera till engagemang och aktivt deltagande i detta,"
53,634,"att engagera elever i skilda åldrar och av olika kön i samma grupper, att erbjuda en trygg omsorg om barnen i de lägre åldrarna,"
53,635,"att speciellt söka engagera svagmotiverade elever och hos dem skapa en positiv attityd till skolan,"
53,636,att utveckla ett naturligt och otvunget umgänge mellan elever och vuxna.
53,637,Fria aktiviteter som en naturlig del av skolans verksamhet kan bli
54,638,"22 — Måloch riktlinjer ett led, inte bara i utökad och förbättrad omsorg om eleverna, utan också i en förbättring av individualiserings- och stödmöjligheterna inom skolan. För att lyckas måste skolan både anknyta till existerande intressen och skapa nya, utvecklande intressen. Skolans personal och ledare i ungdomsföreningar och studieförbund måste på ett aktivt sätt medverka och informera eleverna om olika möjligheter. Många aktiviteter kan eleverna själva organisera och leda. Undersökningar har visat att eleverna ofta väljer slentrianmässigt och att valen styrs av tradition, kön och nöjesindustrins utbud. Skolan bör stimulera till nya grepp för att få variation och förnyelse. Idéburna, hobbybetonade, idrottsliga och estetiska verksamheter bör befrämjas liksom en inriktning på natur- och miljövårdsfrågor. Skolan skall förmedla kännedom om och kontakt med fritidsgrupper och organisationer utanför skolan. Därigenom kan den ge eleverna bestående intressen som kan leda till en meningsfull fritid. Ensidighet i urvalet bör skolan undvika genom att tillse att fria aktiviteter innehåller ett variationsrikt program under läsåret."
54,639,Verksamheten kan organiseras i många former. I det följande anges några av dem.
54,640,"Tid bör anslås för gemensamma samlingar. Dessa kan innehålla information och diskussion, program med kulturella och sociala inslag, presentation av organisationer, föreningar och olika yrkesgrupper. Så långt möjligt bör de bygga på elevernas egna aktiviteter. De kan ordnas för en eller ett par arbetsenheter, för hela årskurser eller stadier och, där så är lämpligt och möjligt, för en hel skolenhet."
54,641,"Inom varje klass bildar klassföreståndare och elever tillsammans ett klassråd. Klassrådets verksamhet är en viktig del av skolans reguljära arbete. Det kan — utom under lektioner — sammanträda under tid för morgonsamling och tid för fria aktiviteter. Till denna kan också förläggas elevernas egen föreningsverksamhet, t ex sammankomster med elevrådet."
54,642,"Skolbiblioteket bör om möjligt vara tillgängligt under hela skoldagen. Där kan eleverna utveckla sina intressen genom att läsa böcker, tidningar och tidskrifter. Det är ofta skolans bästa utrymme för självständiga studier, för arbete i grupp eller studiecirkel. Kulturnämnd och kulturorganisationer bör kunna utnyttja skolan som forum för kulturaktiviteter, utställningar, sagostunder m m."
54,643,"Fria aktiviteter måste ge utrymme för elevernas eget ansvar för delar av arbetet inom skolan. Detta kan ske på många olika sätt och bör ges så stor omfattning som möjligt med hänsyn till elevernas förutsättningar och mognad. Elever och elevgrupper bör hjälpa till med dagliga göromål i skolan. De bör medverka i lokalvård, i biblioteks- och reproduktionsarbete och utföra enklare reparationer. De bör kunna svara för servering och dukning i samband med skol***** PAGE 55 *****"
54,644,Innehåll och samverkan 23
54,645,"luncher. De kan — t ex samordnat med temaarbeten — arbeta med utformning av skolgården. Aktivitet och ansvar, inte en passiv serviceinställning, måste prägla elevernas roll i skolan."
54,646,"Ett annat medel att utveckla en social ansvarskänsla och stärka sammanhållningen i skolan är fadderverksamhet. Äldre elever kan hjälpa yngre barn i förskolan, i undervisningen, i skolbiblioteket eller hjälpa nyinflyttade elever till rätta. Äldre elever bör få leda olika gruppaktiviteter. Klasser i högre årskurser kan ta hand om nya klasser i skolan, tex i samband med skolstart och stadieövergångar. Elever bör kunna delta i planeringen och genomförandet av friluftsdagar och lägerskolor."
54,647,"Under arbete i grupper, ledda av föreningar, lärare, fritidspersonal, kulturarbetare, föräldrar, elever och andra bör eleverna få möjligheter att utveckla olika intressen."
54,648,"På lågstadiet kan man anknyta till vad eleverna är vana vid från tiden i förskolan. Gränserna mellan lektioner och fria aktiviteter kan bli flytande. Det kan upplevas positivt att under fria aktiviteter få tid att göra färdig en arbetsuppgift som påbörjats under lektionerna. Fri och skapande verksamhet, sång, musik, dramatik, arbete med bild, sagor och korta samlingsstunder stimulerar fantasi och känsla."
54,649,"På mellanstadiet och högstadiet — och i många fall redan på lågstadiet — kan man samlas kring olika frågor som har sitt ursprung i lektionernas arbetsområden eller i teman och tillvalskurser. Det är också viktigt att man inom olika ämnen fortlöpande söker nya vägar och genom diskussioner, medverkan av kulturarbetare och föreningsföreträdare och läsning av litteratur ger eleverna stimulans till en berikande fritid utanför skoldagen."
54,650,"Andra aktiviteter kan ha anknytning till allmänt idrottsliga, hobbybetonade, estetiska och idéburna intressen. Hit hör exempelvis lagidrotter, folkdans, bild- och formarbete, djurvård, orkesterspel, motorkunskap, modellbygge och maskinskrivning."
54,651,En tredje grupp av aktiviteter är de som organiseras av ledare för olika organisationer. Denna verksamhet är ofta medvetet profilerad. Den kan till en väsentlig del vara identisk med övriga aktiviteter men också vara en del av organisationernas ungdomsarbete. Till sitt innehåll måste den anpassas efter elevernas ålder och mognad. (Om samverkan skola — föreningar se s 26 f.)
54,652,Ett omfattande inslag kan bli elevernas musikaliska sysselsättningar. För att möjliggöra elevdeltagande i ännu större omfattning än de fria aktiviteterna medger får rektor befria elever från lektioner under sammanlagt 20 undervisningstimmar per år för att de skall kunna delta i musikverksamhet.
56,653,24 — Måloch riktlinjer
56,654,Samverkan mellan Skolledningen liksom personalen i förskolan har ett ansvar för att skola och förskola alla barn och föräldrar får kontakt med den skola där barnet skall börja. Vid skolstarten bör kontakten mellan hem och skola ske i samverkan med förskolan. Målet bör vara att övergången från förskola till skola blir så mjuk att barnen upplever verksamheten i de båda skolformerna som kontinuerlig.
56,655,"De som arbetar i förskola och grundskola bör ta del av innehåll och arbetssätt i varandras skolformer. Genom studiebesök, gemensamma konferenser och/eller arbete inom den andra skolformen bör man främja en samstämmighet i synen på arbetssätt och barns utveckling. För barn med annat hemspråk än svenska är detta speciellt viktigt, eftersom språkutvecklingen är beroende av att förskolans och skolans insatser för dessa barn är konsekventa och väl genomtänkta. De barn som skall börja skolan men inte går i förskola bör ägnas särskild uppmärksamhet."
56,656,"I samverkan med föräldrar och förskola skall skolan söka förhindra att enskilda elever får problem vid skolstarten. Grupper av olika storlek och varierande arbetssätt ger möjlighet att anpassa skolan till elevernas skiftande mognad. Möjlighet för vissa barn att få börja skolan före sju års ålder regleras i skolförordningen. Uppskov med skolstarten får ske, om barnet inte har nått den mognad som fordras för att delta i undervisningen. Avgörande skall här vara föräldrarnas inställning och deras uppfattning om barnets behov. Om skolstarten skjuts upp ett år, skall barnet beredas plats i förskolan. Deltagande i förskolans verksamhet är då obligatoriskt."
56,657,Samverkan mellan Hemmet har det primära och huvudsakliga ansvaret för elevernas skola och hem fostran och vård. Skolans verksamhet skall vara ett stöd för hemmet i en fostran utformad efter de grundläggande demokratiska värderingarna i vårt samhälle. Det kan vara av stor betydelse att skillnader i normer och uppfattningar i olika frågor blir diskuterade mellan skola och föräldrar så att man kan överbrygga eventuella motsättningar.
56,658,"Det råder närvaroplikt i skolan. Föräldrar är skyldiga att övervaka att barnet fullgör sin skolgång. Om en elev måste vara frånvarande, t ex på grund av sjukdom, skall föräldrarna, eller den hos vilken eleven vistas, snarast anmäla hindret till skolan. Frånvaro skall såvitt möjligt förhandsanmälas. I skolan fordras närvarokontroll och registrering för att föräldrarna skall kunna vara säkra på att eleven är i skolan under skoldagen. Ett sådant system skall ge möjlighet till snabb kontakt med hemmen. Skolan har ansvar för att hemmen underrättas, om förhandsanmälan inte skett, och för att frånvaro i mer betydande grad följs upp."
56,659,Om skolan skall kunna bidra till varje elevs positiva utveckling
57,660,Innehåll och samverkan 25 behöver den känna till elevens hela situation. Skolan bör därför hålla sig orienterad om elevens hemmiljö. Föräldrarna skall ges tillfälle att följa skolans arbete och bör få medverka i detta. Kontakten mellan skola och hem gynnas av att båda parter lär känna varandra. Ansvaret för att kontakter kommer till stånd vilar på skolan.
57,661,"Skolan skall understödja också samverkan mellan olika barns föräldrar så att de tillsammans kan diskutera bl a skoldagens utformning, ordningsregler och insatser för elevernas fritid."
57,662,Skolan är skyldig att ta kontakt med föräldrarna till samtliga barn två gånger varje läsår. Klassföreståndaren har ansvar för dessa kontakter. De personliga samtalen och direktkontakten med föräldrarna är värdefulla. Kontakterna kan därför ske i form av enskilda samtal. Eleverna bör om möjligt få delta i dessa. Det är angeläget att hemspråkslärarna deltar i samtalen med invandrarbarn och deras föräldrar liksom att speciallärarna medverkar vid samtal om barn med särskilda svårigheter. Men också klassmöten kan vara betydelsefulla. Flera kontaktformer bör utvecklas och utnyttjas.
