page,paragraph_id,paragraph
47,568,"146 | Musik riktas på att genom hela skoltiden hålla lusten att sjunga levande. En förutsättning härför är, att den gemensamma sången bygger på en repertoar, som för eleverna ter sig meningsfull och aktuell. Denna repertoar kan vara framsprungen ur folklig tradition, ur visdiktning från olika tidsskeden, framför allt vår tids sånger inom olika musikgenrer, samt ur elevernas eget sysslande med musik på fritid. Vistexterna bör vara aktuella och attraktiva."
47,569,"Det är viktigt, att visrepertoaren anknyter till elevernas föreställningsvärld och intressen. Visorna bör i fråga om tonomfång vara väl anpassade till samtliga elevers sångförmåga. Detta gäller såväl spännvidden mellan sångens högsta och lägsta ton som melodins läge. Den tonart som anges i sångboken bör betraktas som ett förslag. Det kan ofta bli fråga om att transponera melodin uppåt eller nedåt, t ex för att ta hänsyn till ett extremt lågt röstläge I klassen eller i tonbildande syfte. I målbrottsåldern har pojkar och flickor ofta så skilda röstlägen och så varierande röstomfång, att hänsyn härtill bör tas vid val av sångrepertoar och tonart. Det är följaktligen lämpligt att transponera sångerna till olika tonarter, så att alla elever oavsett röstomfång växelvis får möjlighet att sjunga med. Ofta kan enkel tvåstämmighet vara en god lösning."
48,571,"På lågstadiet kan man gärna ta upp vissa musikaliskt svårare men textligt lämpliga visor, som eleverna inte själva förmår utföra tillfredsställande, men som läraren sjunger för barnen."
48,572,"Kanon och annan flerstämmighet kan vanligen introduceras med framgång på mellanstadiet, ofta även på lågstadiet."
48,573,"Samverkan med andra ämnen ger anledning till en innehållslig spridning av repertoaren, som befordrar intresset."
48,574,"Repertoaren får inte begränsas till sånger I dur och moll. Pentatoniska melodier har en naturlig plats, bl a I samband med de grundläggande gehörsövningarna. Kyrkoton och moderna tonaliteter bör även vara representerade."
48,575,"Vissången och gehörsövningarna kan berikas och stödjas genom utnyttjande av piano, gitarr, stavspel, rytminstrument och andra i klassen förekommande instrument. Vid sidan av andra arrangemang kan eleverna också själva allt efter klassens instrumentala resurser göra spelstämmor till sånger och komplettera redan befintliga spelsatser med nya stämmor."
48,576,"Läraren bör lära känna sina elever så väl, att han vet vilka av dem som inom eller utom skolan deltar 1 frivillig musikundervisning och hur långt de hunnit I sina studier. Det är viktigt, att dessa elever på lämpligt sätt ges tillfälle att medverka I klassmusicerandet. Elevernas eget musicerande på fritid bör uppmuntras."
48,577,"Möjligheter till instrumentalundervisning erbjuds såväl inom det reguljära skolväsendet som I de många musikskolorna i kommunernas och studieförbundens regi. Jämsides med att man söker skapa ett musikliv i klassen och inom den egna skolan, bör man därför sträva efter ett samarbete med andra skolor och musikundervisande <<: institutioner = i kommunen. Det är angeläget, att alla former av mMmusikundervisning står i nära kontakt med varandra. Härigenom kan bl a tillgängliga lärarresurser utnyttjas effektivt och större ensembler skapas, i vilka de musikaliskt mera avancerade eleverna kan ges kvalificerade uppgifter."
48,578,Såväl skolans egna ensembler som de för flera skolor gemensamma orkestrarna och körerna bör ges tillfälle att ofta medverka vid olika slags samlingstillfällen inom skolan.
48,579,"De till instrumentalmusik anslagna timmarna kan även utnyttjas till repetitioner och andra förberedelser för i skolan anordnade konserter, elevmedverkan vid gemensamma samlingar samt musikinslag 1 undervisningen."
48,580,"Elever som deltar i frivillig musikundervisning bör I denna få övning i gehörslära och musiklära. Detta individualiserade studium bör anknyta till elevens instrumentala eller vokala musicerande, enskilt eller i olika ensembleformer."
48,581,"| vissa fall kan det vara lämpligt att låta elever med likartade musikaliska färdigheter bilda särskilda grupper. Genom utnyttjande av timmar för instrumentalmusik, parallellagda med klassundervisningen I musik, kan man under en del av veckans undervisningstid i ämnet dela in eleverna i vokala och instrumentala grupper."
48,582,ROSTVÅRD
48,583,Under hela skoltiden bör elevernas röster kontinuerligt vårdas och utveckias.
48,584,"Ett grundvillkor för ett mjukt och avspänt sångsätt är att läraren kan skapa trivsel och positiv arbetsmiljö. Där eleverna med glädje går till undervisningen, finns de bästa förutsättningarna för framgång i röstvårdsarbetet."
48,585,"Det är av vikt, att läraren observerar den enskilde elevens röstutveckling. Detta gäller även talrösten. Elever med röstskador och taldefekter bör skickas för undersökning och eventuell vård hos en specialist. Pressade och alltför lågt liggande röster kan förbättras och utvecklas genom enkla kombinerade röst- och gehörsövningar. Detta bör ske individuellt eller i smågrupper."
48,586,"Lärarens eget sätt att tala och sjunga påverkar klassens klang. Ett lätt sångsätt och en fri naturlig tonbildning ger eleverna goda förebilder. Är läraren själv mindre väl rustad i vokalt avseende, kan en elev med av naturen fri och vacker tonbildning förebilda. Uppmärksamhet bör kontinuerligt ägnas åt barnens hållning, andning, tonansats, resonans och artikulation."
48,587,"För att utveckla rösterna kan särskilda  tonbildningsövningar göras. Dessa bör på lämpligt sätt knytas an till en aktuell sång, t ex genom att en fras sjungs på någon tonbildningsstavelse (mo, må, ro, ny osv) och stegvis transponeras uppåt. Såväl av musikaliska som rösthygieniska skäl bör läraren alltid övervaka, att eleverna sjunger med god tonbildning. Inte minst gäller detta, då sång och spel kombineras."
48,588,"Målbrottstiden fordrar, att läraren ägnar särskild uppmärksamhet åt elevernas röstutveckling. Verkligt svåra målbrottsbesvär, innebärande att elevens röst inte bär I något tonläge, förekommer dock mindre ofta. Ett kontrollerat och vårdat sjungande under målbrottstiden är vanligen inte till skada för rösten. Snarare är sången ett medel att positivt påverka mutationsröstens utveckling. Talkör av olika slag kan stimulera alla elever till vokal aktivitet."
48,589,Elever med goda vokala förutsättningar uppmuntras att delta i körsång och i vissa fall I solosång.
48,590,GEHORSUTVECKLING
48,591,"Gehörsundervisningen syftar till att väcka och utveckla elevernas förmåga att uppfatta och återge rytm, melodi och klang samt att utveckla ett inre hörande, en förmåga att ”tänka musik"", som är en förutsättning för musikalisk läsfärdighet. Denna är I sin"
48,592,Musik 147 tur en av betingelserna för djupare musikförståelse.
49,594,Vid gehörsövningarna bör läraren i regel arbeta med hela klassen. Elever med mindre väl utvecklat gehör behöver tryggheten i gruppen-klassen för att kunna vara avspända och frimodiga och därmed ha möjlighet att tillgodogöra sig undervisningen.
49,595,"Gehörsträningen bör äga ett klart samband med repertoaren för sång, spel och lyssnande. Liksom i övriga färdighetsämnen får läraren försöka motverka den monotoni som är svår att undvika, då ett moment måste upprepas många gånger. Arbetet ter sig mera lockande för eleverna, om övningarna resulterar i en ny attraktiv sång eller visar sig vara hämtade ur ett musikstycke, som man sedan får lyssna på."
49,596,"Gehörsövningarna skall vara korta, meningsfulla och stimulerande moment i lektionen. En långsam men klar progressivitet är nödvändig. Svårighetsgraden får inte ökas fortare än att eleverna har möjlighet att lyckas med de förelagda uppgifterna."
49,597,"De rytmiska och melodiska gehörsövningarna är av tre huvudtyper, som bör användas parallellt:"
49,598,— övningar att identifiera och eventuellt teckna ned klingande förebilder (diktat)
49,599,"— Övningar att med rösten eller instrument återge en klingande förebild (gehörsång, gehörspel)"
49,600,— Övningar att med rösten eller instrument återge en notbild.
49,601,"Rytm förbinds naturligt med rörelse. Eleverna bör få klappa, gå och springa rytmer samt spela dem på instrument. Rytmisk rörelse bidrar till barnets frigörelse och utveckling."
49,602,"Alfabetiska notnamn införs senast under mellanstadiet. Den första presentationen kan i och för sig ske i valfri årskurs beroende på lärarens arbetssätt. Kunskaperna måste emellertid sedan ständigt underhållas. Detta arbete kan underlättas, om inlärandet sker jämsides med spel på något instrument (stavspel, blockflöjt), vanligen lättast i grupparbete."
49,603,SKAPANDE Musikundervisningens framgång bygger i väsentlig grad på elevernas lust
49,604,148 Musik och förmåga till skapande verksamhet. Genom sådan stärks förtrogenheten med musikens struktur och samtidigt utvecklas elevens möjligheter att uppfatta och utnyttja musiken som ett värdefullt kommunikationsmedel.
49,605,"Man kan urskilja två typer av musikaliskt skapande: dels formande av ett musikaliskt förlopp, som fixeras och inlärs, eventuellt tecknas i notskrift, dels improvisation, dvs att oförberett åstadkomma ett musikaliskt förlopp, vilket inte behöver innebära nyskapande. Snarare avses — i synnerhet i början — en bearbetning, ett varierande av ett givet material. Så småningom får eleverna improvisera alltmera självständigt. Instrumental improvisation kan också utgå från instrumentet som ren ljudkälla och syfta till att låta eleverna på experimentell väg utforska och utnyttja dess klangmöjligheter. Fritt ljudskapande (ljudlaborationer) bör förekomma på alla stadier. Därvid bör man utnyttja bandspelare och andra tekniska hjälpmedel."
49,606,Improviserad rörelse till musik kan i olika former förekomma genom hela grundskolan.
49,607,"Genom dramatisering av en visas text förstärks upplevelsen av denna. Man kan även låta eleverna improvisera situationer och miljöer kring visor och andra musikstycken. Vidare kan en dikt eller ett prosastycke beledsagas av lämpligt vald, eventuellt improviserad musik eller fritt uppfunna, på band inspelade ljudmontage. På högstadiet kan man sammanställa olika former av skapande verksamhet till musikalisk teater. Samverkan kan därvid ske med bla tillvalsämnet konst."
49,608,Olika former av dramatisering och musikalisk teater kan utnvyttias för att aktivera även andra elever än de primärt sång- och spelbegåvade.
49,609,LYSSNANDE
49,610,"I vid bemärkelse bygger hela musikundervisningen på lyssnande. Till begreppet lyssnande skall inte bara föras åhörande av musikverk. Man lyssnar även på lärarens förebildande, på den egna musikaliska prestationen, på kamrater som sjunger och spelar, på ljud i olika miljöer — gatan, skolan, hemmet."
49,611,"Genom medier som grammofon, radio och television har de flesta människor numera rika möjligheter att lyssna på musik. Skolan bör givetvis utnyttja sådana hjälpmedel. Det är emellertid av största vikt, att eleven kommer i kontakt med samhällets musikliv. I samarbete med lokala och riksomfattande konsertinstitutioner bör skolkonserter om möjligt regelbundet anordnas. Sådana konserter äger lämpligen rum under skoltid och eleverna bevistar dem klassvis i sällskap med sina lärare. Eleverna bör också uppmuntras att besöka konserter, operaföreställningar m m. Även fritidsgrupper i musik bör ges tillfälle att framträda inför kamraterna i skolan, bla vid musiklektioner och morgonsamlingar."
49,612,"Lyssnandet under lektionerna kan med fördel berikas och aktiveras genom lyssnaruppgifter. Eleverna bör dock ofta ges tillfälle att lyssna spontant, utan preparation."
49,613,"Vid valet av repertoar måste läraren tillse, att kompositionerna till längd och karaktär är väl avpassade efter elevernas mognad och mottaglighet. Lyssnarsituationerna utformas så att eleverna upplever de spelade verken som aktuella och angelägna. Stor vikt bör därför läggas vid olika slags musik från vår egen tid. Ungdomens egen musiksmak bör därvid beaktas. Musikhistoriska kommentarer bör förekomma sparsamt och aldrig bli självändamål. Studierna inriktas i stället på själva musikstycket, form, instrument, ensembletyp, utförande etc."
49,614,"Antalet verk som uppmärksammas i lyssningsmomenten bör vara relativt begränsat. Samma stycke kan dock återkomma vid flera olika tillfällen, helst i annat sammanhang och ur någon ny aspekt varje gång, så att eleverna blir förtrogna med den valda repertoaren."
49,615,Planering
49,616,"Med hänsyn till att huvudmomenten avser hela stadier, bör man göra dels en översiktlig årskursplanering, dels en mera detaljerad plan för de närmaste månaderna. I årskursplaneringen fördelas lärostoffet i stora drag på de tre årskurserna. Den mera detaljerade planen bör omfatta visrepertoar, arrangemang för sång och spel, moment för gehörsutveckling och musikkunskap, former för skapande verksamhet samt lämpliga inslag av musiklyssnande. Härvid beaktas samverkan med andra ämnen."
50,618,"Varje lektion förbereds mot bakgrund av de närmast föregående och med stöd av den tidigare gjorda planen. Det är därvid väsentligt, att man även kontrollerar läromedlen: att böcker och noter finns i erforderligt antal, att instrument och apparatur är tillgängliga etc. Utformningen av undervisningen bör göras omväxlande och ett stereotypt lektionsmönster så långt möjligt undvikas. Logiskt sammanhang mellan momenten utesluter ej stimulerande variation och överraskande kontraster."
50,619,"Undervisningen kan planeras som en serie arbetsområden. I varje sådant utgår man från ett musikstycke för sång och spel, en musikergestalt, ett musikaliskt formbegrepp e d, kring vilket förläggs ett studium av sådant som direkt eller indirekt aktualiseras av det valda ämnet. En viss del av dessa arbetsuppgifter bör ha laborativ karaktär och utföras självständigt av eleverna i grupp eller enskilt."
50,620,"Eleverna, främst i de högre årskurserna, bör engageras i planeringsarbetet. De kan förutsättas ge, utifrån ungdomens musikaliska erfarenheter, värdefulla synpunkter på bl a val av repertoar för musicerande och lyssnande. Duktiga elever kan biträda som ledare och instruktörer. Elever kan vidare åta sig vissa praktiska uppgifter såsom att assistera med instrument- och apparatvård, ordna klassens materialförråd etc."
50,621,Samverkan
50,622,"Musiken har beröringspunkter med flertalet ämnen i skolan. Repertoaren för sång, spel och lyssnande bör ofta väljas I anslutning till områden, som samtidigt behandlas i orienteringsämnena. Härigenom breddar och fördjupar man elevernas upplevelse av miljöer och händelseförlopp. Med undervisningen i svenska och främmande språk bör också nära kontakt hållas. Repertoaren på utländska språk behöver dock inte begränsas till de språk eleverna studerar i skolan, om läraren i förväg kan lämna några enkla uttalsregler och redogöra för textinnehållet. Danska och norska sånger bör helst sjungas på originalspråken."
50,623,"En nära samverkan med den naturorienterande undervisningen bör ske vid behandlingen av olika ljudkällor, främst på mellan- och högstadiet."
50,624,"Att utveckla elevernas känsla för estetiska kvaliteter är en angelägenhet, som förenar bl a ämnena svenska, musik, teckning, gymnastik och slöjd."
50,625,På högstadiet bör särskilt nära kontakt hållas med  tillvalsämnet konst. Arbetssätt
50,626,Möjligheterna till individualisering efter elevernas olika förutsättningar och intressen bör tillvaratas. Detta kan ske såväl i klassens gemensamma musicerande som i grupparbete. Särskilt i den sistnämnda arbetsformen bör största möjliga utrymme ges åt skapande verksamhet.
50,627,Lärarens egen värdering av olika musikarter får inte i alltför hög grad färga repertoarvalet. Vid presentation av olika slags musik skall läraren vara så objektiv som möjligt för att hjälpa eleverna att så småningom utveckla en personlig smak.
50,628,"Undervisningens resultat är i hög grad beroende av att lektionerna präglas av musikglädje. Sådan skapas vanligen bäst genom att sång och spel får dominera. Övriga moment bör så långt möjligt knytas till musicerandet och lyssnandet. Därigenom skapas förutsättningar för att eleverna skall uppleva undervisningen som meningsfull och stimulerande. Notskrift och andra musikaliska beteckningar är hjälpmedel, vilka införs efter hand som de är nödvändiga för elevernas eget musicerande. Musiken själv, inte symbolerna, skall vara undervisningens utgångspunkt och huvudinnehåll."
50,629,Läromedel
50,630,Behovet av hjälpmedel inom musikundervisningen är stort redan på lågstadiet och stiger successivt på mellan- och högstadiet. Detaljerade förslag till läromedelsutrustning återfinns i den av SO utarbetade läromedelsförteckningen för ämnet musik i grundskolan.
50,631,Det relativt stora antalet nödvändiga läromedel på mellanstadiet kan medföra svårigheter att bedriva musikundervisning I klassrummen. Det är därför fördelaktigt om vissa rum specialutrustas för musik. För högstadiets del är en musiksal nödvändig. Följande anvisningar gäller oavsett i vilken lokaltyp undervisningen bedrivs.
50,632,"| instrumentutrustningen bör som grundinstrument ingå ett piano. För gehörsövningar och klassmusicerande erfordras rytminstrument och stavspel. Vid samspel eller ackompanjemang av sång behövs blockflöjter av olika storlekar samt några stråkinstrument. Gitarren är lämplig för såväl ackompanjemang som samspel. Genom att spelande elever medför egna instrument till lektionerna, kan skolans instrumentarium vid behov utökas."
50,633,"En lärobok i musik bör på låg- och mellanstadiet ha formen av en sångbok med tillfogat metodiskt tillrättalagt lärostoff. På högstadiet kan såväl denna boktyp som böcker med berättande innehåll användas såsom lärobok. I båda fallen behövs vanligen en repertoar- och textmässig komplettering, t ex sångsamlingar i klassuppsättning, läse- och uppslagsböcker. För gehörs- och lyssnarundervisning bör finnas notskrivningsmateriel och lyssnarblad."
50,634,"Varje skola bör ha tillgång till ett förråd av lämpliga grammofonskivor och ljudband. Till de mest använda verken i diskoteket bör finnas noter, på högstadiet i klassuppsättningar av några verk."
50,635,För momentet instrumentkännedom
50,636,"Musik 149 behövs även avbildningar av musik Instrument. Som hjälpmedel kan användas planschserier, film och ljudbildband."
51,638,"Planscher för rytmövningar (rytmorkester), melodiläsning och lyssnande kan vara till stora nytta."
51,639,"Grammofon och bandspelare bör vara av god kvalitet och utrustade med högtalare för förstklassig ljudåtergivning. Bandspelaren kan utnyttjas vid musiklyssnande, återgivning av skolradioprogram, tonbildningsarbete, gehörsundervisning, skapande moment = (ljudlaborationer), sångackompanjemang = (förinspelade ackompanjemangsband), repetitionsarbete etc. För utnyttjande av ljudbildband krävs tillgång till småbildsprojektor."
51,640,"Arbetsprojektorn är ett värdefullt hjälpmedel också inom musikundervisningen. Stordia kan ersätta planscher av olika slag, användas vid gemensam instudering av sånger, ge speciella möjligheter vid partiturstudium etc."
51,641,Sveriges Radios omfattande produktion av skolprogram för musikundervisningen är ett viktigt hjälpmedel i synnerhet på låg- och mellanstadiet.
51,642,"Arbetslokalerna bör medge snabb och enkel växling mellan olika aktiviteter (musicerande, lyssnande, rörelse, skrivning etc) liksom uppdelning I grupper."
51,643,150 Musik
52,644,Teckning
52,645,MÅL
52,646,Undervisningen i teckning skall tillvarata elevernas lust att uttrycka sig i bild och inriktas på att allsidigt utveckla deras skapande förmåga. Den skall därvid ge dem möjlighet att fritt gestalta sina iakttagelser och erfarenheter och att utveckla en personlig känsla för form och färg. Undervisningen skall vidare ge kunskap och färdighet i bildframställning och bildtolkning samt söka klarlägga bildens funktioner i skilda sammanhang.
52,647,I anslutning till elevernas skapande verksamhet skall undervisningen stimulera till vidgad och fördjupad bild- och miljöupplevelse samt förmedla insikt om estetiska värdens betydelse i individens och samhällets liv. Undervisningen skall anknyta till aktuella företeelser i konst och kulturliv samt belysa dessa genom jämförande översikter och historiska utblickar.
52,648,HUVUDMOMENT Lågstadiet
52,649,"Skapande verksamhet utgående från elevernas spontana uttrycksbehov: Målning, teckning, modellering, arbete i byggbart material samt enkla tryck. Instruktion om de olika materialens användningsmöjligheter."
52,650,Skapande verksamhet samordnad med undervisningen i övrigt: Arbetsmaterial och tekniker som vid fri skapande verksamhet. Övningar för att utveckla motoriken. Dekorationer till enkel dramatisering samt till hemmets och klassrummets prydande.
52,651,"lakttagelseövningar: Miljöiakttagelser i samband med undervisningen i hembygdskunskap. Visning av och samtal om bilder. Enkla iakttagelseövningar beträffande tex färg, form, storlek och uttryck. Samtal med utgångspunkt i barnens arbeten. Ovningar att i bild och ord uttrycka det upplevda."
52,652,Mellanstadiet
52,653,"Skapande verksamhet utgående från elevernas spontana uttrycksbehov och skapande verksamhet samordnad med undervisningen i övrigt: Målning,"
52,654,"teckning, modellering, tryck och arbete i byggbart material. Intuitivt bildskapande. Beskrivande och berättande teckning. Frigörande rörelseövningar. Uppgifter med anknytning till för eleverna aktuella intresseområden. Kollektivt skapande, främst målning, modellering, miljögestaltning och scengestaltning."
52,655,"Formlära i anslutning till övriga huvudmoment: Bildbyggnadsövningar med ytfördelning och djupskiktning. Färgiakttagelser, färgblandnings- och färgsammansättningsövningar. Enkla proportionsbestämningar i samband med bildframställning. Jämförande försök med olika material och enkla mångfaldigande tekniker. Textning och stilvård. Skrift med anknytning till bildframställning och undervisningen i övrigt."
52,656,"lakttagelseövningar och estetisk orientering: Bild- och miljöiakttagelser lakttagelser av människor, djur, föremål och naturföreteelser. Samtal utifrån elevernas eget skapande och från aktuellt bildmaterial förmedlat av press, television, film och utställningar. Studium av konst och bruksting från olika kulturer och skilda tider. Samtal om konstnärliga uttrycksformer i vår tid utgående från elevernas erfarenheter i hem, skola och samhälle. Studiebesök."
52,657,Högstadiet
52,658,"Bildframställning och bildkommunikation: Teckning, målning, modellering och andra former av bildframställning med utgångspunkt i elevens intresse och behov och i anslutning till undervisningen I övrigt. — Studier av bilder som förmedlare av information och upplevelse. Bedömning av bildframställningar i böcker, tidningar, reklamtryck, film och television. Praktiska tillämpningsövningar. — Geometrisk ritning. Projektionsritning och teknisk ritning. Ritningssymboler och ritningsläsning. Arbetsritningar och utkast till aktuella projekt. — Tecken, bokstäver och skrift. Textning och stilvård. Skrift- och bildmontage."
52,659,"Miljökunskap: Studium av arbetsplatsens, bostadens och närsamhällets miljö lakttagelser i fråga om förändringar inom mode, formgivning och arkitektur. Miljögestaltning. Praktiska övningsuppgifter."
52,660,Formlära med färgkunskap och materialkännedom: lakttagelser av färg och form i samband med bildframställning och bildstudium. Färglära med färgbestämningar utgående från färgtonkrets och valörskala. Färgbyggnadsövningar. Färgsättning.
52,661,Teckning | 151
53,662,"Färg och mönster. Två- och tredimensionell form. Rörelsestudier rumsframställning i bild. Rörlig bild. Några kompositionsprinciper. Material- och texturstudier. Estetisk orientering: Studium av olika konst- och kulturyttringar. Aktuella företeelser inom konst,"
53,663,Proportionsstudier.
53,664,ANVISNINGAR OCH KOMMENTARER
53,665,Allmänna synpunkter
53,666,"Lärostoff och aktiviteter har beskrivits i kortfattad form i huvudmoment, bl a för att möjliggöra överblick och planering. Indelningen får emellertid inte leda till en motsvarande uppspaltning av undervisningen i fristående ämnesdelar eller kursavsnitt. Aven så skilda aktiviteter som fritt bildskapande och teknisk ritning har det gemensamt, att bilden används som kommunikationsmedel för att överföra, befästa och klargöra erfarenheter, som inte kan gestaltas lika fullkomligt på annat sätt. Samverkan mellan ämnets olika huvudmoment bör eftersträvas."
53,667,"Undervisningen skall inriktas på att successivt och systematiskt utveckla elevernas förmåga att laktta och analysera, framställa och utnyttja ett brett register av bilder -— informativa såväl som suggestiva, åskådliga såväl som symboliska — som förmedlar upplevelser och erfarenheter och stimulerar till ställningstaganden. Eleverna bör sålunda öva såväl förmågan att tolka som att framställa bilder. Detta givande och tagande genom bilden är en förutsättning för den personlighetsutveckling och den vidgade allmänorientering som ämnet skall bidra till."
53,668,"Bärande element I undervisningen är den skapande verksamhet som utgår från elevernas behov, som varierar efter ålder, mognad och intresseinriktning. En mängd olika uttrycksformer måste på olika stadier accep152 Teckning"
53,669,Volym- och och museer.
53,670,"teras och utnyttjas av såväl lärare som elever. De omedelbara resultaten, teckningar, målningar, tredimensionella bilder etc, får inte framstå som slutmål utan som medel för färdighetsträning och kommunikation. Eleverna skall alltså uppöva sin förmåga att ta mot olika sinnesintryck, att göra klart för sig sina upplevelser och att i en eller annan form meddela dessa upplevelser."
53,671,"Lika viktigt är det att eleverna lär sig att se, uppleva och värdera de bilder de möter i det dagliga livet. Bilden är ett viktigt kommunikationsmedel i det moderna samhället. Den har ofta till uppgift att förstärka ett budskap och därigenom påverka människors bedömning. Det är då viktigt att hos eleverna utveckla en förmåga till fördomsfri och självständig värdering av olika slags bilder. Detta är i dag en nödvändighet inom en mängd olika verksamhetsområden, inom modern informations- och kommunikationsteknik och i den mänskliga samlevnaden."
53,672,"Lärarens roll i arbetsgemenskapen bör vara impulsgivarens, rådgivarens och medhjälparens. Läraren skall skapa ett gott arbetsklimat, något som är en förutsättning för ett fruktbärande arbete. För att kunna avgöra hur detta skall ske i praktiken, måste läraren ta hänsyn till klassens sammansättning och vana att arbeta tillsammans under olika förhållanden, liksom materiella resurser i form av lokaler, utrustning, arbetsmaterial och läromedel. Det är viktigt att läraren noggrant iakttar och lär känna sina elever genom deras attityder, verksamhet och arbetsresultat. Undervisningen måste anpassas till elevernas behov och anknyta till deras efter hand ändrade intresseinriktning, meddelelsebehov och bildsyn."
53,673,"konsthantverk och industriell formgivning. Korta konsthistoriska utblickar med orientering om olika kulturer. Några kända konstnärer, arkitekter och formgivare. Filmen, radion och televisionen som konstnärliga uttrycksmedel. Besök på utställningar"
53,674,Planering och samverkan
53,675,"En viktig förutsättning för goda resultat av undervisningen är att eleverna medverkar vid planering och organisation av verksamheten. Det bör också vara naturligt, att eleverna får inblick i och medverkar vid sådana arbetsuppgifter som materialanskaffning, lokalernas iordningställande med lämpliga arbetsplatser och arbetsytor, planmässig uppläggning av erforderligt arbetsmaterial, disposition av lokalutrymmen för olika aktiviteter osv. Till denna medverkan hör även resonemang och överenskommelser om yttre ordning, t ex åtgärder för gemensam arbetstrivsel och medhjälp vid vård av material."
53,676,"Vid planeringen av de undervisningsformer och arbetssätt, som skall tillämpas under ett läsår, bör läraren tillse att eleverna, oavsett årskurs, får färdighetsträning, uttrycksövning och samarbetsträning. Planering av färdighetsträning sker genom en anpassning av arbetsuppgifterna i avsikt att främja en successiv utveckling av elevernas uttrycksförmåga. Planering av uttrycksträningen måste anpassas efter elevernas erfarenheter och upplevelser. Läraren bör därför vara beredd att ge arbetsuppgifter, som anknyter till för eleverna aktuella, ibland oförutsedda, intressen och reaktioner. Hänsyn till individuella behov och accepterande av personliga lösningar är nödvändigt. Planering av samarbetsträning bör göras så att eleverna kontinuerligt får möjlighet att öva sig att kommunicera, samarbeta, inordna sig i ett gruppmönster, kompromissa, ta emot och ge idéer."
53,677,Vid all planering av olika ämnen bör uppmärksammas varje möjlighet att tillvarata och höja elevernas förmåga till mottagande av sinnesin***** PAGE 54 *****
53,678,"tryck, till upplevelse och till skapande. Genom att låta eleverna en stund dröja vid och begrunda färgoch formkaraktär exempelvis under exkursioner i naturen, vid betraktandet av olika studieobjekt, vid presentation av kulturhistoriskt och dagsaktuellt bildmaterial, vid genomgång av läroböcker och vid egna skriftliga redovisningar kan alla lärare ge sitt bidrag till elevens estetiska utveckling."
53,679,"På alla skolstadier finns naturliga förutsättningar för samverkan med svenska, orienteringsämnen, musik och slöjd. Teckning, målning och tredimensionell  bildframställning ingår på lågstadiet som naturliga element i undervisningen i svenska, hembygdskunskap och religionskunskap. På mellanstadiet lämnar i synnerhet orienteringsämnena och svenska rikt stoff till berättande och dramatiska bildframställningar. Arbetet i dessa ämnen berikar därigenom teckningen, och denna å sin sida befrämjar elevernas inlevelse i de andra ämnenas undervisning. På högstadiet utgör redovisningar av olika arbetsområden utmärkta tillfällen att öva visualisering av ett givet stoff och att utnyttja visuella hjälpmedel. Där tillkommer vidare möjligheten att samverka med tillvalsämnet konst. Möjligheterna att anordna lagundervisning med flera medverkande lärare liksom att utnyttja audivisuella läromedel för sk allkonstprogram med exempelvis konst, lyrik och musik i samverkan bör därvid tillvaratas."
53,680,Arbetssätt
53,681,"Stimuleringsmoment av olika slag har en viktig funktion i teckningsundervisningen. Den bör väcka förväntan hos eleverna och lust att självständigt ta itu med och vidareutveckla de idéer och det stoff som aktualiserats. I många fall utgör materialet och tekniken en lämplig utgångspunkt för bestämmandet av =<arbetsuppgifter. Musik och lyrik i lämpligt urval kan med fördel användas som stimulering till bildskapande, liksom även eabstrakta tecknade kortfilmer, filmer i ultrarapid, elevernas egna ljusbildscollage, vilka bl a kan presenteras i arbetsprojektor, samt ljudupptagningar från olika miljöer, t ex skogen, trafiken, arenan, teatersalongen etc. Den aktuella händelsen har ofta en stor förmåga att fängsla och sätta barnens fantasi i rörelse. Det intuitiva bildskapandet kan ha betydelse för att frigöra och aktivera elever, som har motvilja mot att framställa föreställande bilder. Stimulering till sådant bildskapande kan ske genom att eleverna förutsättningslöst får pröva ett visst material eller vissa verktyg. Man kan också utgå från valda föremål och placera dessa utan föresats att återge något redan befintligt för att så småningom övergå till att åstadkomma medvetet byggda mönster."
53,682,"När det gäller utnyttjande och bearbetning av stoff från andra skolämnen, bör stimuleringen inriktas på att aktivera elevernas egen fantasi och föreställningsförmåga, inte på att frammana minnesbilder av sidor I en lärobok. Än mindre bör man låta illustrationer och planscher tjäna som förebilder. Elevernas personliga inlevelse och gestaltning av stoffet är i detta fall av större betydelse än ett korrekt registrerande av tidsmiljö och detaljer i bildframställningen."
53,683,"För att eleverna skall kunna delge varandra sina idéer och arbetsresultat kan de lämpligen anordna utställningar och redovisningar av olika typer. Detta kan göras mycket enkelt genom ett fåtal teckningar på en vägg eller mer omfattande både vad lokal, utställningsobjekt och deltagare beträffar. Utställningen kan innehålla elevernas egna verk, annat bildmaterial eller föremål av skilda slag. Ordnandet av utställningen innebär övning att arrangera materialet instruktivt och tydligt men även estetiskt. Vidare ger den lärare och elever en samlad överblick över ett tema eller en arbetsgång. Man får således underlag för samtal och värdering av elevernas arbetsresultat, bildframställningarnas innehåll, uttryck osv. Det är viktigt att eleverna aktiveras att på egen hand upptäcka samt formulera och nyansera sina synpunkter på det som utställningen visar."
