page,paragraph_id,paragraph
14,169,I det moderna samhället har hemmets och familjens karaktär förändrats bl.a genom att både män och kvinnor förvärvsarbetar i hög utsträckning. Utbudet av varor och tjänster är stort och ställer krav på oss som konsumenter. För att kunna göra bra och ändamålsenliga val bland alla varor och tjänster krävs kunskaper om kvalitet och ekonomi och om de konsekvenser valen får för människan och miljön.
14,170,"Ämnet hemkunskap skall ge praktiska och teoretiska kunskaper av betydelse för hälsa och livskvalitet. Det skall utveckla elevernas förmåga att analysera och lösa praktiska problem samt grundlägga en vana att reflektera över vilka konsekvenser våra vardagliga handlingar får för hälsa, ekonomi och miljö. Det innebär att eleverna skall få kunskap om att välja, köpa och laga mat, att sköta tvätt och vårda bostaden på ett hygieniskt, ekonomiskt och miljövänligt sätt och om hur man tar ett personligt ansvar för sitt eget vardagsliv. Det innebär också att medverka till att eleverna blir medvetna konsumenter."
14,171,Skolan skall verka för jämställdhet. Detta förutsätter att kvinnor och män ges lika möjligheter att delta i samhälls- och yrkesliv och att de tar ett gemensamt ansvar för hem och familj. I hemkunskapen får både flickor och pojkar erfarenheter av det praktiska arbetet i hushållet. Eleverna samarbetar och fördelar olika arbetsuppgifter i naturliga situationer av de slag de kommer att möta senare i livet.
14,172,"Människors kunskaper om sambanden mellan livsstil, mat, hälsa och miljö har betydelse för folkhälsan och folkhushållet. Undervisningen i hemkunskap skall ge kunskap om dessa samband."
14,173,Mål att sträva mot
14,174,"Skolan skall i sin undervisning i hemkunskap sträva efter att eleven e förstår sambandet mellan mat och hälsa,"
14,175,"e får insikt i den egna och andra kulturers mattraditioner,"
14,176,"e kan välja livsmedel, planera, tillaga och servera måltider och därvid ta hänsyn till näringsinnehåll, kvalitet, smak och pris,"
14,177,"e får kunskaper för att planera för eget boende,"
14,178,"e lär sig vårda och ta ansvar för sin egen bostad och för den gemensamma närmiljön,"
14,179,"e utvecklar respekt för hushållning med resurser och får förståelse för hur den enskilda konsumentens och de enskilda hushållens beteende påverkar miljön både lokalt och globalt,"
14,180,"e anlägger ett miljömedvetet och ekonomiskt perspektiv på olika uppgifter inom hushållet,"
14,181,"e får ett både internationellt och historiskt perspektiv på människans bostäder,"
14,182,"e lär sig planera sin ekonomi utifrån sina egna och hushållets resurser och behov,"
14,183,"e kan söka, värdera och praktiskt använda sig av konsumentinformation samt känner till sina rättigheter och skyldigheter som konsument,"
14,184,e frigör sig från traditionella uppfattningar om kvinnors och mäns uppgifter i hem och hushåll.
14,185,Ämnets uppbyggnad och karaktär
14,186,"Hemkunskapens övergripande mål är hälsa och resurshushållning. Hälsa innebär enligt ""WHO:s definition ""högsta möjliga välbefinnande för den enskilda individen, fysiskt, psykiskt och socialt”. Begreppet hälsa inom hemkunskapen står för att eleven skall få förutsättningar för att må bra och fungera väl i sin närmiljö. Resurshushållning avser hushållning med såväl mänskliga och materiella resurser som naturresurser. Hemkunskapen anlägger en helhetssyn på konsumentens och hushållets ansvar för miljön. Hemkunskapsämnet får sin karaktär genom att kopplingen mellan teori och praktik är naturlig och ger förutsättningar för problemlösning och ett kritiskt granskande förhållningssätt till handlingar och vanor i vardagslivet."
15,187,"Inom ämnet hemkunskap skall både miljömässiga och ekonomiska aspekter på ämnet behandlas och såväl estetiska som skapande värden tas upp. Att använda olika sinnen, att se, känna, lukta och smaka, är väsentliga inslag 1 ämnet hemkunskap. Historisk anknytning ger perspektiv på hushållens traditioner och på förändringen i mat- och boendekultur."
15,188,Mat
15,189,"Kunskapsområdet omfattar såväl praktiska som teoretiska kunskaper om matlagning och bakning samt val och hantering av livsmedel och användning av redskap. Vidare behandlas hur matvanor och måltider påverkar hälsa, arbetsförmåga, ekonomi, gemenskap och trivsel. Mat och matvanor, samvaro och vardagsestetik är viktiga delar av kulturarvet. Genom internationella och historiska jämförelser kan matkulturens och umgängesformernas betydelse belysas ur olika aspekter och bidra till en ökad förståelse över kulturgränser."
15,190,Boende
15,191,"Kunskapsområdet behandlar hemmets skötsel och utrustning. Detta omfattar ekonomiska, praktiska, miljömässiga och estetiska aspekter på bostadens planering samt praktiska och teoretiska kunskaper om rengöring och teknisk utrustning. Kunskap om olika material i möbler och inredning och deras skötsel ingår. Bostaden ur hälsoperspektiv behandlas, liksom de olycksfallsrisker som förekommer i hemmet. I undervisningen tas också upp de faktorer i hemmiljön som utgör risk för allergi och överkänslighetsbesvär."
15,192,Konsumentekonomi
15,193,"Kunskapsområdet behandlar samband mellan kostnader och olika slags inköp och betalningsformer. Dessutom ingår frågor om konsumtion; konsumentinformation, konsumenträtt och konsumentpåverkan samt konsumtion ur resurshushållningssynpunkt."
15,194,Mål som eleverna.skall ha uppnått i slutet av det femte skolåret
15,195,"Eleven skall e vara medveten om vad som ingår i en väl sammansatt måltid,"
15,196,"e kunna tillreda enklare måltider och tillsammans med andra duka trivsamt för en god måltidssamvaro,"
15,197,"e kunna välja och använda olika redskap för matberedning, tillagning och rengöring samt kunna läsa enkla recept och bruksanvisningar,"
15,198,"e kunna sortera avfall och kunna något om kompostering och återvinning,"
15,199,e kunna jämföra priser och ta del av enkel konsumentinformation.
15,200,Mål som eleverna skall ha uppnått 1 slutet av det nionde skolåret
15,201,"Eleven skall e kunna klara sig själv i sin vardagssituation och kunna välja resurssnåla alternativ vid utförandet av allt arbete inom hemmet,"
15,202,"e kunna planera och värdera måltider, laga enklare maträtter och baka matbröd,"
15,203,"e veta hur man förvarar och tar tillvara livsmedel och behärska hushållets vanligaste tekniska hjälpmedel,"
15,204,"e kunna rengöra och vårda bostaden,"
15,205,"e kunna läsa och använda konsumentinformation, recept och bruksanvisningar samt kunna beräkna och värdera kostnader,"
15,206,e ha kännedom om hur olycksfall i hemmet kan förebyggas.
16,207,HEMSPRÅK
16,208,"Modersmålet är av grundläggande betydelse för individens språk-, personlighets- och tankeutveckling. Det är ett medel för kommunikation, för att utveckla människans identitet och hennes förmåga att lära, men det är också nyckeln till det kulturella arvet och den egna kulturens litteratur. Undervisningen i ämnet syftar till att elever med annat hemspråk än svenska utvecklar sitt språk så att de därigenom kan få en stark självkänsla och en klar uppfattning om sig själva och sin livssituation. Undervisningen skall främja deras utveckling till tvåspråkiga individer med dubbel kulturell identitet."
16,209,"Kursplanen för hemspråk är utformad med hänsyn till att ämnet kan läsas dels inom utrymmet för elevens personliga val, dels som ett alternativ till B-språk. Tillämpningen av kursplanen skall vara flexibel och kunna anpassas till enskilda elevers studietid i ämnet och till olika elevgruppers språkförhållanden."
16,210,Mål att sträva mot
16,211,"Skolan skall i sin undervisning i hemspråk sträva efter att eleven e utvecklar sin förmåga att förstå och uttrycka sig muntligt och skriftligt på hemspråket,"
16,212,"e med god behållning kan läsa och förstå skilda slag av texter på hemspråket,"
16,213,"e får kunskaper om språkets uppbyggnad för att kunna göra jämförelser mellan hemspråket och det svenska språket och därigenom utveckla sin tvåspråkighet,"
16,214,"e får kunskaper om historia, traditioner och samhällsliv i sin ursprungskultur och kan göra jämförelser med svenska förhållanden,"
16,215,"e får en stärkt självkänsla och identitet och dubbel kulturtillhörighet samt får möjlighet till en förankring i sin minoritetskultur i Sverige,"
16,216,"e grundlägger goda läsvanor genom litteraturläsning, lär känna delar av sitt kulturarv och kan sätta sina läsupplevelser i relation till sig själv och sin egen situation,"
16,217,e lär sig att använda hemspråket som medel för sin kunskapsutveckling och därigenom skaffar sig ett ord- och begreppsförråd inom olika områden.
16,218,Ämnets uppbyggnad och karaktär
16,219,"Litteraturläsning, skrivande och samtal kring elevens egna erfarenheter och delaktighet i två kulturer skall vara basen för det språkutvecklande arbetet i ämnet. Elevernas behov av att använda språket för att tänka och för att bygga upp sin identitet skall vara en utgångspunkt. Det innehåll som väljs skall ha anknytning till det övriga skolarbetet och kunna komplettera studiehandledningen på hemspråket, när sådan ges."
16,220,Språkstudier med utgångspunkt i litteraturläsning och kulturkunskap är ämnets centrala kunskapsområden.
16,221,"Språkkunskap och litteraturläsning Goda språkfärdigheter får elever när de använder sitt språk i meningsfulla sammanhang och kring ett meningsfullt innehåll. Eleverna utvecklar sin språkförmåga genom att aktivt delta i samtal, gestalta, improvisera, berätta och redogöra inför andra, genom att läsa och förstå och genom att skriva för att uttrycka känslor, tankar och idéer. Utifrån egna erfarenheter bygger de upp kunskap om hur språket fungerar i samspelet mellan människor och får perspektiv på sin egen språkförmåga. Jämförelser mellan hemspråket och det svenska språket utvecklar förståelsen för språkens betydelse och uppbyggnad."
16,222,"Litteraturen och den muntliga traditionen bär en stor del av det kulturella arvet och förmedlar kunskaper och värderingar. Arbetet kring litteraturen genom samtal, skrivande och dramatisering hjälper eleverna att få svar på de frågor som uppkommer genom att de tillhör två kulturer. Eleverna skall få möta litteraturen i sagor och dikter, pjäser och prosaberättelser, i såväl barn- och ungdomslitteratur som vuxenlitteratur."
17,224,Kunskaper om kultur och samhälle
17,225,"Eleverna skall få kunskaper om sin kulturella bakgrund: traditioner, religion, historia, folk och land. Även de nutida samhällsförhållandena hör till de väsentliga kunskaperna. Den egna kulturkretsens musik, sånger och visor, rim och ramsor är viktiga delar av kulturarvet. Genom att få kunskaper om kulturbakgrunden och om den egna minoritetskulturen i Sverige kan eleverna göra jämförelser mellan olika kulturer, bättre förstå sin situation och också bidra till att öka förståelsen mellan olika folk och kulturer."
17,226,Mål för undervisningen i hemspråk som läses inom ramen för elevernas personliga val
17,227,"Vid slutet av det femte skolåret skall eleven e kunna delta i samtal i grupp, kunna berätta om upplevelser och händelser samt kunna återge innehållet i berättelser,"
17,228,"e kunna läsa och förstå barn- och ungdomsböcker och faktatexter som är skrivna för barn och ungdom,"
17,229,"e kunna skriva kortare berättelser, brev eller redogörelser så att mottagaren kan förstå."
17,230,"Vid slutet av det nionde skolåret skall eleven e kunna delta aktivt i samtal och diskussioner samt kunna redovisa ett arbete muntligt så att innehållet framgår tydligt,"
17,231,"e kunna skriva så tydligt, språkriktigt och uttrycksfullt att språket fungerar i de situationer som skrivandet avser,"
17,232,"e kunna läsa och förstå skönlitteratur och saklitteratur anpassad för åldern,"
17,233,"e kunna göra iakttagelser om och förstå grundläggande mönster i språket, speciellt i jämförelse med det svenska språket,"
17,234,"e känna till något om sin kulturs berättelser, sånger och musik, traditioner och högtider."
17,235,Mål för undervisningen i hemspråk som läses som alternativ till B-språk
17,236,"Vid slutet av det nionde skolåret skall eleven e kunna delta aktivt i samtal och diskussioner samt kunna redovisa ett arbete så att innehållet framgår tydligt,"
17,237,"e kunna skriva så tydligt, språkriktigt och uttrycksfullt att språket fungerar i de situationer som skrivandet avser,"
17,238,"e kunna läsa och förstå skönlitteratur och saklitteratur anpassad för åldern samt vara bekant med den muntliga traditionen och känna till några centrala berättelser och författare ur den egna kulturkretsen,"
17,239,"e kunna göra iakttagelser om och förstå grundläggande mönster och strukturer i språket samt förstå viktiga skillnader i förhållande till det svenska språket,"
17,240,"e ha kunskaper om sitt folks historia, religion, kultur och livsvillkor samt ha kännedom om den egna kulturens normer och värderingar och kunna jämföra med motsvarande svenska förhållanden."
18,241,Undervisningen i historia skall ge eleverna sådana kunskaper att de kan se sig själva och företeelser i nutiden som ett led i ett historiskt skeende. Den skall stimulera elevernas nyfikenhet och lust att utvidga sin omvärld i en tidsdimension och ge dem möjligheter att leva sig in i gångna tider och de förutsättningar som då funnits för människans liv och verksamhet. Undervisningen skall på det sättet utveckla elevernas historiemedvetande och ge dem ett historiskt perspektiv på tillvaron. De kunskaper som eleverna får om det förflutna skall bidra till en förståelse av nutiden.
18,242,"Historieämnet innefattar en viktig del av den kultur som skolan skall föra vidare. Varje kulturkrets och generation definierar det kulturarv man vill överföra till nästa generation utifrån sin tids värderingar och bedömningar. Undervisningen i historia skall bidra till att eleverna tillägnar sig en kulturell identitet. Undervisningen skall lägga en grund för elevernas vilja att granska, påverka och utveckla samhället och kulturen. Historieämnet skall ge eleverna ett instrument för att utveckla förmågan till kritiskt tänkande och ett analytiskt betraktelsesätt."
18,243,"Jämförelser med den historiska utvecklingen i andra länder bidrar till en förståelse både av den egna kulturkretsen och för att män, kvinnor och barn från andra delar av världen har en annan historisk bakgrund. Samtidigt som undervisningen visar vad som skiljer olika länders historiska bakgrund åt skall den göra tydligt vad som förenar över tiden och rummet."
18,244,Undervisningen i historia skall utveckla elevernas förmåga till kritisk analys av olika framställningar av det förgångna i massmedier och i propaganda. Genom detta skall eleverna få ökad förmåga att göra allsidiga bedömningar av skeenden och händelser utifrån sammanställningar av fakta och analyser av samband. Den skall också stimulera och utveckla elevernas berättarglädje och förmåga att göra framställningar i skrift och tal.
18,245,Mål att sträva mot
18,246,"Skolan skall i sin undervisning i historia sträva efter att eleven e utvecklar kunskaper om historiska strukturer, utvecklingslinjer och förändringsprocesser,"
18,247,"e tillägnar sig kunskaper om betydelsefulla historiska händelser, gestalter och epoker i Sverige. Norden och den övriga världen,"
18,248,"e får ett brett och djupt kunnande om det historiska kulturarvet i ett europeiskt perspektiv, med utgångspunkt i Sveriges och Nordens historia samt kunskaper om det historiska arv som människor från andra länder bär med sig,"
18,249,"e förvärvar en grundläggande historiesyn och ett historiemedvetande, som underlättar förståelsen för händelser och skeenden i nutiden och en beredskap inför framtiden,"
18,250,"e förstår bakgrunden till och kan se samband mellan och förklara historiska företeelser och skeenden,"
18,251,"e förstår att historiska företeelser och skeenden kan ses ur olika perspektiv och tolkas på olika sätt,"
18,252,"e utvecklar sin förmåga att använda historien som verktyg i förståelsen av studierna inom andra ämnen,"
18,253,"e blir medveten om att historiskt givna samhälls- och kulturformer är tidsbundna och att en gången tids människor skall bedömas utifrån sin tids villkor,"
18,254,"e förvärvar en förmåga att bedöma tillförlitlighet och värde hos olika typer av texter och källor,"
18,255,"e får insikt om den identitet som det historiska arvet ger,"
18,256,"e lär känna olika sätt att framställa historien i bild, musik och litteratur,"
18,257,e utvecklar förmågan att själv skildra förlopp och händelser i skrift och tal.
19,258,Ämnets uppbyggnad och karaktär
19,259,Undervisningen i historia omfattar inslag av såväl politisk historia som ekonomisk och social historia samt kulturhistoria.
19,260,"Särskild uppmärksamhet skall ägnas den svenska och nordiska kulturen, inklusive den samiska, det som format den personliga och kollektiva historiska identiteten. Undervisningen skall ge övergripande sammanhang och historisk bakgrund till de olika företeelser som eleverna möter i skolan och i samhället i övrigt."
19,261,Tid och historiemedvetande
19,262,"Historieämnet är uppbyggt utifrån tiden och historiemedvetandet som överordnade begrepp. Genom att eleverna får kunskaper om huvuddragen i den historiska utvecklingen tillförs deras bild av omvärlden en tidsdimension. Kontinuitet, förändring och omvandling är viktiga i detta sammanhang."
19,263,"Historia skapas varje dag i små som stora sammanhang. Det är väsentligt att historia också uppfattas som ett sätt att se tillvaron i ett tidsperspektiv och därmed också som ett verktyg i förståelsen av andra ämnen och områden. För att uppnå detta krävs en god grund av baskunskaper om årtal, epoker och omvälvande händelser. Ämnet skall göra eleverna medvetna om att de lever i tiden: då — nu — sedan. De har själva tillsammans med sin familj, sin släkt, sin hembygd, sitt land en historia. Kunskapen om detta ger dem förståelse för människor och livsvillkor under skilda epoker och därmed referensramar för förståelse av skeenden i nuet och förväntningar inför framtiden. Undervisningen i historia skall ge eleverna möjlighet till en djupare kulturell identitetsutveckling genom att den knyter ihop generationers erfarenheter."
19,264,"Vi lever i en tid som präglas av uppfattningen att samhället ständigt utvecklas linjärt. Men historien känner också cykliska förlopp och stillastående. Det är viktigt att eleverna bibringas insikten att samhällsutvecklingen till sin karaktär är dynamisk och därför oförutsägbar, men också lika påverkbar för levande och framtida generationer som den var för gångna tiders människor."
19,265,"Historien har präglats av insatser och skeenden, konflikter och spänningar som påverkat utvecklingen i olika avseenden; kulturellt, socialt, ekonomiskt och tekniskt. Det mångfacetterade i skeenden och händelser skall lyftas fram. Dit hör de sociala, ekonomiska och kulturella framstegen, men också konflikter, spänningar och maktförskjutningar inom och mellan länder. Inte minst i den moderna historien måste också de mörka och destruktiva sidorna, såsom exempelvis etniska och religiösa förföljelser, finnas med i undervisningen."
19,266,Undervisningen måste göra eleverna medvetna om att varje tid ser på historien utifrån sina erfarenheter och värderingar och att historiska källor måste studeras utifrån denna insikt.
19,267,"Ett interkulturellt perspektiv kan belysa skillnader och likheter mellan olika kulturer. Den utgångspunkt som aktuella händelser i nutiden, i elevernas egen historia, i den egna hembygden och i det egna landet ger, skall reflekteras mot och berikas av det historiska arv som människor har som kommer från andra länder. Den kultur som etniska minoriteter i vårt eget land har eller som invandrarna har med sig skall tas till vara i undervisningen så att den främjar tolerans och vidsynthet och motverkar ett etnocentriskt synsätt."
19,268,"Mängden av historiska fakta är näst intill oändlig. Ett väl genomtänkt urval och en struktur i baskunskaperna är en förutsättning för en meningsfull behandling av ämnet. Studierna får inte bli en fråga om att hinna få en ytlig kunskap om en så stor stoffmängd som möjligt, men ej heller nedslag utan struktur och sammanhang."
19,269,"Historieundervisningen skall bygga på elevernas upptäckarglädje och lust att vidga kunskaperna om sin omvärld i tiden och rummet. Elevernas möjligheter att göra egna val när det gäller fördjupning och inriktning blir därför av stor betydelse. Detta kan eleverna göra t.ex genom en fördjupad studie kring någon historisk företeelse, ett skeende eller en epok med dess idéer och synsätt."
20,270,"Användning av t.ex databaser, hembygdsmuseer, tidningar och andra medier är en naturlig del av historieundervisningen. Eleverna får därmed tillfälle att stifta en viss bekantskap med historiska källor liksom att dokumentera, berätta om och beskriva historiska företeelser och händelser."
20,271,En gemensam referensram
20,272,"Kunskaper om den egna historien, hembygdens historia och grunderna i den svenska och nordiska historien hör till det som alla elever skall få del av. Eleverna skall få kunskaper om betydelsefulla epoker, händelser och personer i den svenska och nordiska historien fram till i dag med tillbakablickar och jämförelser mot tidigare skeden. Sagor, sägner och sånger från Norden kan bidra med kunskap om hur människor levde förr."
20,273,"Till en gemensam referensram hör skeden i svensk och nordisk historia som vikingatid, medeltid och svensk stormaktstid. Undervisningen skall också behandla den allmänna historien, särskilt den europeiska inklusive antiken, och ge utblickar mot andra forntida kulturer och några viktiga utomeuropeiska kulturkretsar. Vår tids historia med dess folkmord, revolutioner, krig och fredssträvanden hör likaså till det som alla elever skall vara förtrogna med."
20,274,"Kvinnornas, männens och barnens olika världar är viktiga teman i den sociala och ekonomiska historien som visar hur människor levde, arbetade och skapade förr. Institutionella förhållandens samband med historiska händelser, epokskiften och förlopp bör belysas. Till den referensram som bör vara gemensam för eleverna hör särskilt betydelsefulla händelser och förlopp som reformationen, de senaste seklernas revolutioner i olika länder och världsdelar, övergången från bonde- till industrisamhälle och folkrörelsernas historia. Undervisningen får inte stanna vid de yttre händelserna utan måste ta upp hur de konkret påverkat människors vardag och liv. Alla elever skall få del av hur den historiska kartan sett ut i olika tider med folkvandringar, statsbildningar och handelsvägar etc."
20,275,Dåtid - nutid - framtid
20,276,"Historieundervisningen ger en bakgrund till nutida politiska, kulturella, ekonomiska och sociala förhållanden och skeenden. Historien får en belysning utifrån nutida förhållanden liksom nutiden blir belyst av historien. Undervisningen handlar om vad som påverkat utvecklingen under skilda tidsepoker och om sambanden mellan olika faktorer. Varje tid betraktar företeelser i ljuset av den egna tidens erfarenheter, framtidsutsikter och förhållanden. Förskjutningar i perspektiven sker ständigt och stoffvalet i historia skall spegla dessa förskjutningar. Undervisningen sätter på så sätt in aktuella frågor i ett historiskt sammanhang. Så kan i en tid som vår behandlas även sådana centrala samhällsfrågor som miljöfrågor i ämnet historia. Avverkning av skogar under antiken med jordförstörelse som följd är ett exempel på händelser som givit effekter på miljön in i vår egen tid. Ett annat tydligt och aktuellt exempel är de omvälvande händelserna i Europa, främst Östeuropa, den historiska bakgrunden till och konsekvenserna av dessa förändringar."
20,277,Mål som eleverrta skall ha uppnått i slutet av det femte skolåret
20,278,"Eleven skall e känna till hembygdens historia och kultur,"
20,279,"e känna till grunddragen i den äldre svenska och nordiska historien samt kunna jämföra med några andra länder,"
20,280,"e kunna redogöra för hur män, kvinnor och barn levt och tänkt i några skilda miljöer och tider i Sverige och på några andra platser i världen."
21,281,Mål som eleverna skall ha uppnått i slutet av det nionde skolåret
21,282,"Eleven skall e kunna redogöra för viktiga händelser och känna till gestalter, idéer och förändringar i den historiska utvecklingen i Sverige och Norden samt kunna jämföra med andra länder,"
21,283,"e känna till den historiska utvecklingen i några ledande världsmakter förr och nu,"
21,284,"e ha insikt i hur människor levde och försörjde sig i förindustriella samhällen och hur industrialiseringen och andra stora omvälvningar har förändrat människors livsvillkor,"
21,285,"e kunna identifiera och reflektera kring några olika händelser eller skeenden med betydelse för vår egen tid,"
21,286,"e vara medveten om att historiska händelser och förhållanden kan betraktas på olika sätt,"
21,287,e kunna reflektera över hur information och propaganda har använts förr och används i dag som ett medel för påverkan.
22,288,IDROTT OCH HÄLSA
22,289,"Idrott, friluftsliv och olika former av motion och rekreation har stor betydelse för folkhälsan. Därför är det viktigt att barn och ungdom får kunskap om hur den egna kroppen fungerar och hur man genom goda matvanor, regelbunden fysisk aktivitet och friluftsliv kan förbättra sitt fysiska och psykiska välbefinnande."
22,290,"Vår kropp är byggd för rörelse. Dess vävnader och olika funktioner anpassar sig till miljö, skol- och fritidsmiljö ger möjligheter till motorisk och fysisk aktivitet och träning. Barnet måste få utveckla olika förmågor och funktioner av sensomotorisk och fysisk karaktär."
22,291,"I ämnet idrott och hälsa får eleverna pröva och lära sig olika lekar, danser och idrottsgrenar. Dessutom får de möjlighet att ägna sig åt friluftsliv. De får en bred erfarenhet av olika aktiviteter och kan så småningom välja dem som passar dem bäst. De kan ta ansvar för sin egen fysiska träning och utveckla ett bestående intresse för motion, idrott och friluftsliv."
22,292,"Undervisningen skall ta hänsyn till elevernas skilda förutsättningar och bidra till jämställdhet genom att beakta de könsskillnader som finns mellan flickor och pojkar när det gäller t.ex fysisk förmåga, skaderisker, kroppsuppfattning och förutsättningar i övrigt."
22,293,Ämnet har ett särskilt ansvar för de elever som har brister i sin fysiska eller motoriska förmåga eller andra svårigheter i samband med kroppsrörelse och friluftsliv.
22,294,"Lekar, danser och idrott förekommer i likartade former över hela världen och utgör viktiga delar av barnens kultur i alla länder. Undervisningen i idrott och hälsa kan därför bidra till att stärka känslan av gemenskap mellan invandrarbarn och svenska barn och utveckla förståelse och respekt för barnens olika bakgrund."
22,295,Mål att sträva mot
22,296,"Skolan skall i sin undervisning i idrott och hälsa sträva efter att eleven e utvecklar sin fysiska, psykiska och sociala förmåga samt utvecklar en positiv självbild,"
22,297,"e får förståelse och ett bestående intresse för regelbunden fysisk aktivitet och grundlägger goda vanor som kan leda till hälsa och välbefinnande,"
22,298,"e utvecklar sin rörelseförmåga och lust att röra sig samt stimuleras att i rytm och rörelse ge uttryck för fantasi, känslor och gemenskap,"
22,299,"e lär känna olika former av lekar, danser, idrottsaktiviteter och friluftsliv och får fördjupa kunskaperna i några av dessa,"
22,300,"e skaffar sig sådana kunskaper som gör det möjligt att se olika former av kroppsrörelse, mat, motion och idrott ur ett allmänt hälsoperspektiv men också ger förutsättningar för ett personligt ställningstagande,"
22,301,"e utvecklar förmågan att leka och idrotta på egen hand eller tillsammans med kamrater och ta ett växande ansvar för sin egen fysiska träning,"
22,302,"e kan organisera och leda en idrottsaktivitet,"
22,303,"e får inblick i idrottens historia och om lekar, danser och idrottsaktiviteter i andra kulturer."
22,304,Ämnets uppbyggnad och karaktär
22,305,"Genom undervisningen i ämnet skall eleverna få kunskaper och upplevelser som utvecklar dem och är betydelsefulla såväl under uppväxttiden som senare i livet. Ämnets rika innehåll av lek, dans och idrotts- och friluftsaktiviteter och möjligheterna att variera arbetssättet ger goda förutsättningar för detta. Undervisningen skall kännetecknas av lek och allsidig rörelse- och färdighetsträning samt präglas av ett utvecklingsperspektiv på barn och ungdom och en tydlig progression i valet av innehåll."
23,306,"Bilder har framställts och införlivats med människans begreppsvärld genom hela hennes kända historia. Vår egen tid präglas i hög grad av bilder och bildmedier. Vi möter i olika sammanhang bilder, som berör och påverkar oss, medvetet och omedvetet. Bilden fungerar både som ett eget språk och i samverkan med tal, ljud och text. Den har betydelse för vår förmåga att förstå, uppleva och beskriva omvärlden. Den har en framskjuten plats i massmedierna och i kommersiella sammanhang och spelar en viktig roll i opinionsbildningen. Bild och bildkonst ger tillfällen till reflektion kring andra människors sätt att tänka och uppleva olika tider och kulturer och är en viktig del av det kulturarv skolan skall förmedla."
23,307,"Grundläggande för undervisningen är att eleven utvecklar sin förmåga att skapa och kommunicera med bilder. Undervisningen skall stärka elevernas lust att arbeta med bilder. Den skall möta deras behov att bearbeta och gestalta iakttagelser och uttrycka åsikter, känslor och erfarenheter i ett bildspråk och utveckla deras känsla för bildens uttryckssätt."
23,308,"Dagens samhälle präglas av informationsteknologi och bilder används i många former och på många sätt. Text och bild förekommer i skilda sammanhang mer och mer integrerat. Eleverna skall därför i undervisningen få kunskaper i och erfarenheter av att tolka, analysera och kritiskt granska bilder. Det är också viktigt att undervisningen innehåller både analys och praktisk tillämpning av samspelet mellan text, ljud och bild."
23,309,"Bilder skall i ämnet studeras både som konst i traditionell mening och som inslag i vardagslivet, men också som de kommer till uttryck i moderna tekniska medier. Mötet med bildkonsten stimulerar tanken, fantasin och lusten att själv skapa."
23,310,"Bild som begrepp för vanligtvis tankarna till den tvådimensionella bilden som vi möter den i konstbilder, foto, reklam etc. Men bild innefattar också rörliga bilder i film, television och på video, den datorgenererade bilden, tredimensionell bild, skulptur och modellering, grafisk form och layout."
23,311,Mål att sträva mot
23,312,"Skolan skall i sin undervisning i bild sträva efter att eleven e utvecklar sin förmåga att kommunicera med hjälp av bilder,"
23,313,"e utvecklar sin förmåga att själv framställa bilder med hjälp av olika metoder och olika tekniska hjälpmedel,"
23,314,"e utvecklar sin förmåga att använda, tolka, analysera och samtala om bilder,"
23,315,"e får insikt i och erfarenhet av bildens roll och användbarhet i skilda sammanhang och i skilda kulturer,"
23,316,"e får kunskap om att bilden bär betydelse, skapar mening och har ett innehåll utöver det föreställande,"
23,317,"e får en historisk bakgrund till bildmediernas roll i vår tid,"
23,318,"e får kunskaper i gestaltningens och formgivningens betydelse för vår miljö,"
23,319,"e får en kulturhistorisk allmänbildning,"
23,320,e får kunskap om dagens yrken inom bildkonsten.
23,321,Ämnets uppbyggnad och karaktär
23,322,Bilden som språk och bildframställningen är centrala begrepp i ämnet.
23,323,"I bildundervisningen skall eleven utveckla sitt bildspråk och sin förmåga att på ett nyanserat sätt se och förstå verkligheten. Bilden är ett språk, som kan användas för kommunikation och påverkan och kan förmedla upplevelser precis som det talade och skrivna språket. Det finns likheter mellan ämnena bild och svenska genom att undervisningen i båda ämnena syftar till att ge varje elev ökade uttrycksmöjligheter."
23,324,Undervisningen skall inriktas dels mot elevens egen bildframställning och kommunika
24,325,"Undervisningen syftar till att alla elever, oavsett kön och fysiska eller andra förutsättningar, skall kunna delta och utvecklas på sina egna villkor. Ämnet skall stimulera eleverna till lek och idrott på fritiden utan att vuxna deltar."
24,326,"Rörelse, rytm och dans"
24,327,"Allsidiga rörelseaktiviteter som lek, dans och rytmik har stor betydelse för barnet under förskoleperioden och de tidiga skolåren. I lek och dans får de uppleva rörelseglädje och rytm. Som en följd av lek och kroppsrörelse ökar barnens förutsättningar att klara grovoch finmotoriska uppgifter. Rörelseaktiviteter kan ofta, 1 kombination med rytmövningar, rim och ramsor förstärka inlärningen i andra ämnen."
24,328,"Om lekbetonade aktiviteter har stor betydelse för yngre elever, är perioden just före puberteten särskilt gynnsam för inlärning av mer utvecklade rörelse- och idrottsfärdigheter. Träningen av kondition, styrka och rörlighet blir betydelsefullare efter puberteten. I ämnet förekommer t.ex gymnastik, bollspel och friidrott där inslag av träning och lagtävlingar på olika sätt kan förbereda och träna eleverna för målmedvetna satsningar, lagarbete och samverkan. Prestations- och tävlingsmoment måste dock användas med omdöme."
24,329,Natur och friluftsliv
